"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.01",206
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.025",225
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.05",247
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.1",266
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.15",274
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.2",285
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.25",293
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.3",298
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.35",304
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.4",310
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.45",314
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.5",320
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.55",326
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.6",330
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.65",337
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.7",342
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.75",348
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.8",357
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.85",370
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.9",379
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.95",402
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.975",432
"Regular Baseline","2026-06-27",-3,"2026-06-06","Adults","quantile","0.99",459
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.01",171
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.025",196
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.05",218
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.1",241
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.15",255
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.2",267
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.25",277
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.3",287
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.35",296
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.4",304
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.45",312
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.5",320
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.55",328
"Regular Baseline","2026-06-27",-2,"2026-06-13","Adults","quantile","0.6",337
